rainfall_mm,soil_moisture_pct,displacement_mm,pore_pressure_kpa,slope_angle_deg,risk_label
9.2,57.3,1.88,41.2,45.6,Safe
90.9,49.0,3.24,52.0,52.5,Warning
26.9,32.0,0.07,43.4,30.7,Safe
26.9,46.0,0.86,17.8,54.0,Safe
22.7,12.3,1.72,40.0,32.8,Safe
66.1,58.3,2.99,26.2,35.0,Watch
25.8,62.7,0.56,46.9,41.8,Watch
14.0,49.1,4.34,33.3,43.2,Safe
79.3,27.7,1.36,7.9,47.8,Safe
38.8,53.1,5.1,26.4,19.1,Watch
81.2,59.2,0.31,17.6,33.2,Watch
41.0,31.6,3.42,18.3,44.6,Safe
21.4,61.8,1.04,25.1,21.3,Safe
6.6,54.4,4.76,34.1,13.3,Watch
45.2,40.1,1.54,43.6,17.1,Safe
31.5,35.0,3.28,22.1,30.8,Safe
68.0,41.8,8.17,48.2,52.2,Warning
24.8,27.5,0.06,4.5,16.9,Safe
53.7,49.7,0.03,17.4,20.3,Safe
39.8,55.1,4.41,60.7,27.0,Safe
19.8,66.0,3.12,12.9,22.1,Watch
26.5,50.4,1.04,48.8,20.3,Safe
11.5,52.0,2.05,29.6,11.6,Safe
128.8,40.2,0.13,28.9,26.7,Warning
52.9,29.3,0.64,44.0,51.6,Safe
10.8,37.3,1.66,41.9,37.5,Safe
124.4,70.7,5.39,50.0,43.8,Danger
15.2,56.4,1.96,26.3,26.0,Watch
24.5,52.3,2.65,32.1,23.6,Safe
33.3,12.3,6.21,26.2,37.2,Safe
40.5,50.6,1.11,13.3,32.8,Safe
66.8,21.1,3.62,32.6,31.4,Safe
5.0,22.3,5.93,27.5,48.8,Safe
41.0,24.4,0.68,1.9,23.9,Safe
32.0,31.1,1.32,46.6,22.6,Watch
45.8,60.0,11.71,32.2,40.5,Danger
30.7,49.1,12.26,19.5,39.2,Watch
27.5,28.0,0.76,35.0,21.6,Safe
36.4,34.5,0.21,22.1,32.8,Safe
120.0,54.0,0.95,33.0,14.1,Warning
28.0,57.6,1.52,50.8,35.0,Safe
88.2,47.4,1.74,36.0,27.3,Watch
44.4,24.3,2.89,22.7,29.5,Safe
42.9,37.6,6.89,14.5,20.6,Safe
46.1,87.9,1.2,19.3,43.9,Danger
57.1,23.2,5.69,42.2,34.6,Watch
29.8,51.7,0.29,29.2,41.9,Watch
84.1,83.2,0.13,38.4,31.0,Watch
57.2,40.1,2.1,25.8,43.9,Watch
12.6,78.0,0.18,16.0,13.3,Safe
3.4,32.6,1.5,39.0,32.1,Safe
117.5,9.5,6.81,17.9,44.0,Safe
47.2,34.6,0.83,23.9,12.2,Safe
11.1,31.4,3.67,11.6,33.3,Safe
27.9,14.9,1.08,16.0,37.8,Safe
75.2,37.5,0.14,43.4,28.2,Safe
34.8,62.8,2.44,45.7,41.9,Safe
37.3,34.3,5.4,46.4,42.0,Watch
65.8,38.2,1.58,46.4,25.8,Watch
50.6,69.7,2.88,24.7,28.1,Watch
60.2,31.5,6.91,40.0,20.4,Watch
65.3,56.1,4.68,45.8,35.2,Warning
21.9,14.3,0.65,16.9,34.0,Safe
23.8,27.6,3.97,32.9,32.0,Safe
19.7,41.2,2.09,28.1,33.0,Safe
24.9,66.8,4.11,1.9,23.4,Watch
36.1,28.6,2.05,34.9,17.7,Safe
38.2,28.4,0.41,19.3,36.4,Safe
100.2,49.9,2.53,45.8,30.0,Watch
48.8,52.8,2.03,18.6,21.7,Safe
36.7,26.4,2.19,34.9,24.7,Safe
16.0,35.6,6.33,31.7,41.2,Watch
31.3,64.6,6.76,4.2,40.6,Safe
123.4,23.8,1.81,25.2,38.6,Watch
122.1,51.1,1.82,35.4,31.6,Warning
31.0,35.7,2.17,45.4,25.2,Safe
7.7,70.2,2.2,30.3,45.2,Watch
27.7,55.4,9.01,43.6,28.8,Warning
100.9,60.9,3.14,38.1,34.7,Danger
36.3,35.3,0.97,38.6,23.5,Safe
65.9,59.8,2.27,39.2,29.6,Safe
39.6,59.4,2.96,25.9,5.3,Safe
10.2,54.4,3.06,15.2,25.7,Safe
40.7,39.9,2.64,53.5,16.8,Watch
72.0,47.9,0.59,41.5,34.2,Watch
24.6,11.7,0.1,29.0,26.0,Safe
70.7,76.7,1.24,39.3,29.0,Warning
42.7,34.1,1.67,36.0,53.3,Safe
68.1,39.0,0.19,17.2,21.8,Safe
51.1,21.3,5.06,24.9,33.2,Safe
17.0,57.1,1.27,49.9,34.2,Safe
31.5,54.5,7.35,29.9,22.5,Watch
30.7,39.7,0.5,35.6,43.0,Safe
23.6,5.0,0.18,48.9,48.5,Safe
48.2,32.2,1.98,29.9,44.0,Watch
138.0,53.3,0.63,16.0,22.5,Warning
84.2,49.5,8.31,31.7,25.0,Watch
91.8,44.2,0.03,21.6,11.7,Safe
22.4,37.4,1.6,9.1,30.2,Safe
92.9,16.6,7.84,42.0,30.9,Watch
113.8,62.3,1.46,26.2,39.8,Warning
21.8,19.1,0.29,0.0,49.6,Safe
55.3,41.3,1.08,33.8,19.4,Safe
56.3,26.4,2.07,34.0,33.4,Watch
33.4,62.9,0.61,59.3,29.7,Watch
45.4,55.5,1.89,29.9,30.5,Watch
58.3,38.6,5.43,46.0,47.6,Watch
35.1,57.4,6.18,39.7,33.0,Watch
81.5,18.1,0.15,21.2,37.5,Safe
12.6,43.6,0.53,35.2,36.7,Safe
30.6,26.0,0.97,27.5,34.2,Safe
66.8,63.5,2.71,19.7,24.3,Watch
128.6,51.7,1.34,22.3,50.7,Warning
85.0,56.7,5.57,20.2,31.7,Warning
44.7,35.0,3.78,29.9,37.3,Safe
36.5,58.4,0.32,29.9,34.5,Safe
32.0,24.9,2.94,21.8,10.9,Safe
32.2,27.5,0.36,26.9,21.6,Safe
6.6,41.8,0.88,1.9,33.1,Safe
125.2,28.2,0.59,14.9,23.5,Watch
38.6,57.8,0.57,25.6,36.0,Safe
20.6,36.5,2.87,55.1,22.9,Watch
54.7,25.5,2.49,39.5,32.2,Safe
22.0,23.2,0.58,15.3,14.9,Safe
76.3,57.6,13.87,54.2,40.4,Danger
21.2,5.0,1.64,30.0,36.5,Safe
68.9,26.8,0.31,13.0,37.0,Safe
31.6,70.3,0.39,28.8,31.1,Safe
49.6,38.8,2.63,44.8,25.0,Safe
72.6,57.9,11.6,13.0,47.8,Warning
26.1,52.7,2.55,14.5,48.7,Safe
71.3,41.6,8.93,57.1,31.3,Watch
6.9,15.1,1.76,34.4,26.3,Safe
108.0,21.1,1.72,22.9,14.7,Safe
79.9,20.8,2.08,28.4,34.3,Watch
37.6,53.7,3.59,34.3,25.3,Watch
89.7,57.1,1.37,27.1,27.2,Watch
83.5,29.2,5.98,50.2,41.6,Watch
40.3,43.6,0.09,31.5,22.4,Safe
39.9,45.1,1.74,40.0,51.2,Watch
18.4,46.4,2.15,31.2,21.8,Safe
41.9,31.3,2.8,29.4,11.5,Safe
9.8,74.5,0.97,43.4,25.4,Watch
68.3,57.2,1.67,43.7,35.6,Watch
69.3,46.3,1.99,5.5,33.4,Safe
7.1,35.7,3.48,29.7,33.8,Safe
101.2,30.0,4.46,60.7,29.2,Warning
24.2,52.2,4.02,23.3,27.0,Watch
215.5,36.5,1.25,36.8,19.6,Danger
47.7,47.4,22.52,48.7,33.3,Danger
101.9,10.8,5.66,13.4,42.6,Safe
17.9,35.5,0.9,24.4,32.1,Safe
31.6,43.0,0.65,6.4,24.4,Safe
26.0,62.4,1.13,31.6,33.5,Safe
9.7,28.4,1.81,35.8,46.6,Safe
12.7,18.3,5.71,39.7,30.0,Safe
36.5,53.0,4.52,53.6,19.6,Warning
53.3,43.8,5.72,31.0,34.2,Safe
16.2,14.0,0.95,12.7,37.9,Safe
30.0,14.9,2.7,16.8,40.7,Safe
21.9,33.4,1.0,18.6,39.0,Safe
38.4,43.5,0.35,33.1,33.7,Safe
64.7,70.0,3.46,65.2,23.7,Watch
43.6,25.5,0.46,28.9,22.2,Safe
25.1,54.7,3.31,50.6,28.6,Watch
81.7,9.7,3.13,28.3,38.2,Safe
52.1,51.5,4.99,12.6,25.5,Watch
44.5,72.1,0.45,17.8,27.1,Safe
16.4,47.6,4.59,19.1,23.1,Safe
75.9,33.0,21.69,28.2,47.6,Danger
55.9,67.2,5.71,36.1,29.8,Watch
58.0,51.3,4.18,20.1,38.7,Safe
33.8,47.8,3.26,41.9,47.8,Watch
29.2,26.7,1.64,45.7,22.5,Safe
125.6,51.5,3.93,26.0,39.6,Warning
28.8,32.7,3.86,43.8,31.1,Safe
13.5,50.6,2.99,0.9,46.1,Safe
46.2,45.9,4.77,0.0,24.1,Safe
40.0,64.5,1.79,42.5,34.1,Watch
84.2,34.6,0.39,23.7,38.3,Watch
35.8,42.3,2.46,63.1,25.2,Safe
63.3,59.4,0.92,28.6,29.9,Watch
105.9,40.8,1.46,15.0,30.6,Watch
53.6,44.6,0.05,55.3,42.9,Watch
17.1,37.7,1.45,39.8,54.2,Watch
54.7,42.1,4.96,53.2,47.8,Watch
30.5,57.1,2.35,21.2,46.4,Safe
48.5,78.0,0.03,35.5,5.0,Safe
40.2,14.8,1.9,16.9,33.3,Safe
13.2,22.2,1.03,3.8,32.6,Safe
35.7,42.5,1.95,41.1,40.0,Watch
16.3,45.9,1.56,23.1,17.6,Safe
27.1,41.1,8.06,15.1,39.3,Safe
75.7,35.0,0.13,9.2,11.1,Watch
42.6,22.8,3.45,32.7,42.3,Safe
60.7,34.0,5.71,31.0,15.5,Watch
45.2,59.7,9.6,22.7,44.2,Watch
32.2,46.7,0.59,19.9,43.7,Safe
48.6,57.2,2.27,41.5,28.7,Watch
8.2,23.3,0.13,0.0,36.4,Safe
68.5,71.0,2.07,39.5,32.0,Warning
20.1,34.9,0.4,37.0,17.2,Safe
58.0,53.6,5.46,11.5,37.6,Watch
31.2,42.7,0.36,1.0,43.9,Safe
13.2,35.3,2.16,38.8,28.8,Safe
23.2,52.8,2.21,12.4,38.4,Safe
58.2,55.8,10.69,53.6,23.2,Danger
152.7,93.4,3.19,61.8,41.2,Danger
38.3,56.5,1.02,36.4,32.1,Watch
141.0,56.2,0.83,28.5,31.9,Warning
8.1,65.6,0.41,26.7,36.7,Safe
33.1,54.6,4.24,4.4,47.3,Watch
38.3,44.3,3.52,25.7,37.3,Watch
60.4,50.9,2.82,23.1,21.2,Safe
24.0,60.4,0.13,20.5,24.8,Safe
51.9,70.0,4.32,35.9,31.3,Watch
34.4,17.8,3.08,32.0,37.0,Safe
92.4,11.0,9.96,41.8,20.4,Watch
46.2,69.3,2.65,23.3,35.5,Safe
204.0,30.6,1.09,39.0,40.9,Warning
34.7,15.2,1.44,30.1,27.0,Safe
88.4,13.5,0.58,38.9,51.7,Watch
107.7,77.4,3.85,28.8,24.6,Warning
2.1,60.8,3.69,56.7,34.0,Watch
67.9,30.7,0.67,0.0,11.1,Safe
33.7,31.4,0.52,39.4,28.8,Safe
15.0,46.0,0.24,42.8,30.5,Safe
93.5,60.5,7.29,11.0,27.7,Danger
25.2,39.7,0.8,57.4,24.6,Safe
7.6,30.9,1.27,30.3,26.8,Safe
47.1,65.4,0.99,28.1,38.3,Safe
102.9,44.5,1.6,35.6,12.8,Safe
15.2,41.6,3.76,43.3,13.4,Safe
74.2,55.7,6.13,32.0,27.1,Watch
5.5,6.5,0.6,31.5,30.8,Safe
107.8,53.5,3.48,42.6,24.2,Danger
54.3,52.4,1.3,44.5,32.6,Safe
13.8,20.2,11.82,35.0,38.2,Safe
69.5,10.1,1.07,6.8,41.8,Safe
26.4,34.8,0.02,14.7,45.2,Safe
18.4,48.3,2.17,46.3,18.8,Safe
26.0,50.1,0.49,25.8,24.3,Safe
64.7,75.7,0.14,21.0,23.2,Watch
17.4,48.3,3.59,36.6,42.1,Safe
3.2,19.8,3.95,34.7,25.7,Safe
27.1,40.5,1.85,26.7,35.1,Safe
96.1,21.6,3.39,41.2,17.9,Safe
95.2,41.8,2.32,11.0,25.6,Watch
25.9,70.4,2.98,4.0,23.0,Safe
25.2,53.3,2.72,52.5,38.8,Safe
23.9,32.0,3.29,13.2,19.5,Safe
23.0,55.7,0.67,7.9,49.8,Safe
24.3,31.0,0.94,25.1,34.2,Safe
48.8,5.0,1.74,29.6,24.7,Safe
97.6,22.8,1.77,22.8,35.4,Safe
17.4,53.3,4.47,26.6,23.9,Safe
20.5,58.9,1.37,8.7,21.4,Safe
52.9,75.9,0.53,40.7,39.0,Warning
67.3,51.1,0.87,7.1,45.7,Watch
9.8,69.2,0.73,30.3,35.8,Watch
122.3,56.3,3.95,33.5,19.7,Warning
31.3,61.9,1.91,39.7,23.8,Safe
10.9,64.8,3.7,33.4,47.3,Watch
9.3,53.8,1.61,13.7,39.9,Safe
8.7,64.3,6.61,23.8,20.7,Safe
87.2,32.4,12.32,19.4,24.9,Warning
42.9,5.0,3.32,6.4,33.9,Safe
87.8,56.7,5.98,36.5,30.6,Danger
37.0,51.7,2.13,18.7,52.9,Watch
86.1,29.2,8.18,32.2,24.7,Watch
36.2,22.3,5.34,28.3,38.0,Safe
60.2,47.4,14.4,13.0,35.0,Warning
38.9,57.9,2.93,12.0,15.4,Safe
34.5,54.4,4.53,25.0,8.1,Safe
19.0,26.6,2.35,10.3,28.2,Safe
66.2,30.7,0.9,44.8,36.2,Watch
15.3,57.1,1.31,50.2,47.9,Watch
66.1,46.3,6.73,41.7,24.2,Watch
44.4,64.1,0.17,35.2,36.7,Safe
67.4,39.2,2.69,30.9,29.1,Watch
47.3,58.3,1.4,14.3,49.3,Safe
92.6,44.3,1.47,42.4,31.6,Warning
56.1,32.0,6.48,50.6,27.6,Watch
45.1,61.7,5.77,24.9,33.7,Watch
2.7,27.1,2.74,29.5,33.9,Safe
95.1,46.3,0.96,17.9,46.0,Watch
8.6,48.2,1.94,25.0,32.1,Safe
11.9,42.8,1.57,11.1,36.3,Safe
71.9,62.8,1.31,25.7,15.5,Safe
41.7,55.3,0.33,36.5,20.4,Safe
9.1,53.2,2.35,34.9,28.2,Safe
25.1,46.2,1.08,33.8,33.0,Safe
91.8,78.4,3.24,0.0,24.4,Warning
46.2,71.4,1.15,30.7,34.8,Watch
42.5,61.5,1.69,39.2,26.8,Safe
22.6,58.6,0.16,29.9,49.0,Safe
73.6,34.2,14.69,47.0,29.9,Watch
37.8,44.1,2.13,28.5,36.3,Watch
64.3,56.4,0.07,36.0,29.8,Safe
20.6,63.9,2.34,15.0,31.1,Safe
153.2,61.1,6.13,38.8,37.5,Danger
103.3,55.5,4.44,41.8,33.4,Watch
45.9,81.0,3.62,19.3,26.8,Watch
53.6,42.6,0.45,8.6,35.4,Safe
25.3,63.2,3.22,23.2,30.4,Safe
68.0,61.0,4.36,15.0,37.8,Warning
3.6,53.0,2.55,39.0,43.5,Safe
121.0,53.6,6.7,22.7,41.9,Danger
65.2,53.3,0.97,40.8,21.4,Safe
17.0,32.3,0.83,6.5,5.0,Safe
119.1,52.2,6.11,17.6,54.6,Danger
144.6,58.5,2.95,18.5,37.2,Danger
55.7,50.8,0.0,34.1,35.8,Safe
20.9,11.8,1.31,0.0,24.9,Safe
43.0,16.4,5.85,25.9,11.5,Safe
61.5,30.3,0.08,24.5,12.0,Safe
52.4,43.0,0.01,35.4,28.6,Safe
17.0,31.2,0.99,30.8,33.5,Safe
60.8,56.6,7.36,15.7,48.9,Watch
91.0,66.5,6.95,0.0,34.4,Warning
13.4,69.0,2.19,18.4,38.7,Watch
15.1,51.1,2.42,11.0,26.7,Safe
24.4,64.5,1.21,11.9,27.4,Safe
35.1,34.9,0.84,19.0,17.3,Safe
74.9,42.3,5.07,42.3,19.7,Watch
90.4,24.0,0.34,11.0,19.6,Safe
20.1,66.7,2.0,2.2,28.4,Safe
48.4,80.4,3.02,21.3,15.4,Watch
87.9,38.7,0.33,25.8,23.9,Watch
158.9,5.9,2.2,24.8,31.6,Warning
48.3,27.8,2.58,20.1,8.0,Safe
50.2,33.3,4.07,26.3,46.8,Safe
55.9,21.1,0.8,33.2,49.8,Safe
32.2,26.5,1.04,16.9,42.3,Safe
45.5,48.7,2.53,45.0,35.9,Watch
5.0,56.9,12.25,27.3,35.3,Warning
25.4,7.8,0.74,44.7,37.3,Safe
60.1,35.4,12.79,34.0,32.9,Watch
19.0,45.7,3.76,11.1,33.8,Safe
76.2,25.8,5.25,0.7,15.4,Safe
7.4,49.3,0.28,46.0,33.2,Safe
74.1,42.9,1.07,16.3,37.0,Safe
74.0,36.9,0.18,28.5,35.4,Safe
160.8,29.4,1.39,21.0,43.5,Warning
31.2,49.9,11.94,50.1,46.7,Danger
41.7,31.3,0.33,28.9,26.7,Safe
113.3,13.8,2.48,9.3,20.7,Watch
103.8,45.4,0.02,26.0,44.6,Watch
84.0,22.7,3.74,46.9,38.7,Watch
53.7,15.4,0.66,16.9,26.3,Safe
111.3,47.3,0.42,6.6,29.8,Watch
198.3,42.1,1.23,41.0,29.0,Danger
64.1,29.4,4.42,15.3,34.7,Safe
43.3,49.1,0.34,4.5,46.4,Safe
69.6,52.6,0.78,15.8,23.0,Safe
47.8,49.3,0.03,33.3,34.9,Safe
33.5,48.7,10.37,35.8,34.6,Warning
76.4,16.1,2.69,35.2,12.1,Safe
27.6,68.3,3.82,13.8,57.0,Safe
63.2,55.0,3.16,42.7,34.1,Warning
9.5,27.9,0.47,40.3,43.6,Safe
124.6,44.8,2.71,36.5,15.8,Warning
21.4,48.2,0.42,13.4,51.3,Safe
11.7,44.3,1.54,20.2,28.5,Safe
101.4,77.3,2.52,34.2,9.0,Warning
114.3,10.0,2.46,38.2,17.8,Watch
52.9,18.4,0.38,14.3,19.7,Safe
38.7,5.0,0.11,55.8,24.3,Safe
31.8,46.4,4.8,27.5,19.1,Safe
50.8,54.8,3.88,43.8,40.1,Safe
40.4,51.5,0.26,10.9,33.8,Safe
36.6,39.8,0.41,32.6,37.1,Safe
19.4,52.3,6.69,10.6,36.3,Safe
14.6,39.7,4.4,31.8,29.5,Safe
44.6,58.3,16.69,36.5,16.4,Danger
49.6,64.9,0.88,37.3,16.9,Safe
22.5,28.2,2.01,18.5,17.3,Safe
25.4,39.8,0.81,2.3,21.1,Safe
49.6,42.7,2.92,34.4,48.9,Safe
18.9,70.7,0.37,23.6,17.0,Safe
86.2,30.4,0.41,23.6,46.8,Watch
61.4,64.8,0.22,15.7,21.5,Watch
22.3,18.6,3.55,28.7,18.4,Safe
59.2,67.4,2.04,29.5,36.2,Watch
19.4,60.3,2.88,45.4,44.7,Safe
74.2,42.2,6.34,0.0,15.8,Safe
20.1,61.5,4.05,9.7,31.1,Safe
38.1,36.0,1.86,36.4,43.9,Safe
46.6,28.4,12.47,0.0,41.1,Watch
113.1,75.7,1.83,18.7,16.6,Watch
21.3,35.3,0.36,65.2,30.0,Safe
20.5,57.2,14.74,25.4,15.9,Warning
10.1,65.0,0.07,40.0,35.7,Watch
135.8,59.5,2.39,4.3,33.7,Warning
42.8,55.8,1.11,40.1,37.7,Watch
87.7,57.2,2.1,23.9,22.4,Watch
25.8,64.0,2.45,33.9,25.0,Watch
27.9,50.7,0.82,37.9,41.9,Safe
40.2,44.3,2.44,21.8,42.3,Safe
41.1,20.4,4.23,36.9,48.7,Watch
67.8,50.7,0.93,12.7,46.2,Watch
43.8,63.5,1.45,30.4,15.5,Safe
30.8,25.2,0.94,37.4,44.2,Safe
137.4,40.9,5.15,21.5,31.7,Warning
19.2,52.7,3.87,15.1,39.3,Safe
21.4,72.2,6.15,22.7,28.6,Safe
19.4,24.1,0.56,45.9,22.9,Safe
69.7,59.3,0.23,43.6,29.2,Safe
57.9,38.6,0.38,41.0,32.6,Warning
36.8,32.9,0.53,52.6,34.9,Watch
18.5,28.5,2.28,30.1,41.7,Safe
46.5,33.2,10.61,32.6,21.6,Safe
76.6,54.0,1.33,0.1,20.8,Safe
116.3,40.9,9.55,16.3,15.7,Danger
24.9,57.9,0.12,37.7,29.8,Safe
36.7,24.8,7.85,43.0,23.3,Watch
57.5,57.5,0.6,10.6,28.7,Safe
30.5,52.8,7.31,28.6,32.2,Safe
11.9,17.9,0.17,62.4,14.2,Safe
36.8,72.1,8.88,28.7,26.4,Watch
13.5,51.1,0.67,51.7,35.6,Safe
81.2,58.8,1.08,35.2,32.7,Watch
32.6,65.8,2.03,38.4,28.3,Warning
39.7,62.4,1.44,16.4,31.6,Safe
21.9,42.7,3.3,5.9,29.3,Safe
40.9,58.1,11.04,40.8,22.0,Warning
98.1,12.4,2.8,34.6,20.3,Watch
87.3,52.1,3.83,30.9,58.9,Warning
15.7,76.2,0.28,10.1,38.3,Safe
1.1,32.5,2.97,24.6,42.8,Safe
37.0,61.5,1.81,20.7,38.0,Safe
32.7,76.9,6.51,22.2,45.9,Watch
31.1,57.4,1.47,33.4,37.7,Watch
26.3,63.5,3.41,40.6,11.0,Safe
15.3,16.7,0.78,34.3,23.6,Safe
168.0,28.2,0.9,32.9,34.4,Warning
135.7,70.7,1.42,31.7,34.1,Warning
30.1,62.3,1.09,27.4,33.3,Warning
46.0,53.9,0.88,17.5,20.8,Safe
82.2,40.2,0.15,30.7,26.4,Safe
45.9,50.1,5.44,41.2,34.5,Watch
28.1,76.3,0.2,28.3,32.4,Safe
12.2,43.2,6.55,16.2,39.8,Safe
42.1,57.6,0.4,12.1,21.3,Safe
13.7,57.1,0.2,15.7,36.9,Safe
93.6,33.0,2.48,12.8,26.3,Watch
40.6,34.4,2.09,73.4,28.4,Safe
60.8,72.5,2.03,16.8,31.4,Watch
32.0,55.3,2.56,29.4,14.7,Safe
74.6,32.8,1.02,28.7,33.3,Safe
24.4,39.4,3.26,51.2,44.6,Safe
51.8,27.3,2.09,36.4,19.8,Safe
31.0,64.2,1.22,36.4,50.6,Watch
34.9,40.5,5.25,32.6,25.5,Watch
81.4,40.7,3.9,34.1,37.9,Watch
21.7,60.1,1.5,34.8,18.8,Safe
54.4,14.8,5.64,20.6,53.6,Watch
101.2,44.3,7.59,16.2,21.4,Danger
79.4,44.8,2.31,30.9,34.1,Watch
25.0,39.9,0.73,21.9,26.6,Safe
59.9,35.1,7.42,32.8,31.5,Watch
7.4,32.2,0.63,13.8,33.1,Safe
83.3,50.1,0.15,7.9,28.7,Watch
198.0,26.8,1.19,10.8,25.2,Watch
52.2,47.9,3.89,28.9,31.5,Watch
104.5,35.0,7.7,5.8,31.3,Watch
11.6,36.2,3.04,59.2,35.2,Safe
16.9,48.5,9.1,59.3,36.8,Watch
31.9,36.0,0.29,43.3,40.1,Safe
36.8,67.8,0.19,24.5,37.6,Watch
52.4,42.5,2.78,22.7,33.3,Safe
25.1,63.8,10.15,34.4,29.4,Watch
46.3,31.3,2.1,38.9,16.7,Safe
81.3,30.9,0.16,34.4,33.6,Safe
59.7,15.1,0.75,10.3,42.9,Safe
31.0,36.1,0.84,27.2,24.3,Safe
70.5,40.8,1.24,38.0,25.3,Watch
30.0,46.4,0.13,0.0,45.1,Safe
44.5,57.6,7.06,13.4,48.3,Warning
78.5,56.2,2.17,37.9,23.7,Safe
36.0,65.4,3.33,25.3,57.5,Watch
13.6,29.0,0.21,25.3,36.2,Safe
43.5,45.6,0.17,46.6,41.2,Watch
79.0,27.0,2.65,29.2,28.5,Watch
84.0,52.5,6.55,22.9,34.6,Watch
16.3,77.5,2.26,25.4,36.3,Watch
68.5,23.5,6.31,25.9,23.0,Safe
34.4,57.4,5.0,17.5,48.5,Watch
109.2,63.9,0.24,26.7,31.6,Danger
13.8,28.9,0.68,12.9,27.0,Safe
67.6,52.9,3.22,25.0,20.4,Safe
31.4,38.5,1.76,22.3,37.6,Safe
25.5,42.8,1.03,33.5,34.6,Safe
80.9,37.9,1.63,52.7,22.2,Watch
89.7,41.0,1.77,33.9,33.4,Watch
5.1,65.8,7.24,31.5,36.9,Watch
81.9,43.6,0.33,33.5,28.1,Watch
39.5,34.2,0.98,17.1,35.7,Safe
42.6,46.2,2.31,40.5,32.0,Watch
13.1,6.8,3.59,36.1,29.8,Safe
64.5,30.3,2.99,29.3,22.4,Safe
170.7,67.5,8.52,35.3,34.0,Danger
26.8,42.4,4.76,34.9,11.3,Safe
95.5,36.4,2.44,34.9,46.4,Warning
41.4,48.1,0.73,44.9,43.9,Watch
27.7,58.3,1.8,18.6,21.8,Safe
10.7,68.9,3.55,49.7,17.6,Safe
104.7,36.9,5.46,6.0,43.7,Warning
45.4,37.3,9.64,39.9,30.3,Watch
28.9,41.0,2.79,32.5,32.6,Safe
33.0,63.5,2.25,15.6,32.2,Watch
68.2,46.0,0.05,45.4,18.9,Watch
28.9,84.0,0.22,2.8,39.9,Watch
18.4,42.1,0.51,54.4,36.5,Safe
38.1,76.7,0.17,63.9,32.2,Watch
37.2,28.9,1.54,27.6,9.3,Safe
36.6,20.0,1.23,14.6,37.0,Safe
29.2,43.2,3.04,21.3,35.8,Safe
97.7,65.5,2.3,44.6,31.1,Warning
211.2,36.4,2.72,25.2,41.7,Danger
16.3,33.9,1.92,0.0,43.3,Safe
4.2,63.5,0.98,35.8,35.4,Safe
34.5,57.7,9.16,43.4,16.9,Watch
4.8,30.7,0.27,37.7,19.3,Safe
9.6,29.7,8.39,40.1,25.0,Watch
27.2,59.9,1.12,54.1,29.5,Watch
67.8,15.6,2.16,26.8,40.4,Safe
34.2,64.4,0.35,55.8,35.3,Safe
2.8,57.5,0.22,27.7,30.3,Safe
33.9,5.0,1.68,46.9,38.3,Safe
35.9,45.3,4.06,27.9,24.2,Safe
36.4,9.4,0.94,60.6,38.3,Safe
88.1,23.3,2.48,39.7,34.3,Watch
78.3,35.9,0.98,28.6,37.2,Watch
44.0,22.2,1.48,12.0,40.5,Safe
149.6,84.9,7.11,33.1,31.5,Danger
27.2,60.6,5.81,17.7,12.1,Watch
37.7,69.6,2.18,36.6,25.4,Safe
40.9,42.5,0.82,39.9,39.8,Safe
10.6,45.5,0.64,45.6,26.4,Safe
41.5,73.5,9.24,38.1,25.4,Warning
8.5,52.8,0.68,31.2,32.6,Safe
23.7,56.0,4.95,49.9,42.9,Warning
45.6,28.6,1.38,51.6,36.6,Watch
12.4,28.5,12.73,14.2,49.4,Watch
53.3,49.7,1.38,56.4,36.0,Watch
20.5,51.7,1.3,48.4,35.6,Watch
30.9,27.1,3.04,17.2,29.7,Safe
60.2,51.5,9.77,1.8,16.5,Watch
39.1,23.0,11.22,48.1,33.5,Watch
52.4,45.2,3.68,33.1,32.4,Safe
57.5,19.1,4.21,23.2,38.6,Safe
38.6,68.9,2.49,34.7,35.0,Watch
54.6,39.4,4.23,47.8,34.7,Watch
23.3,32.5,5.89,0.0,43.4,Safe
59.6,24.4,2.0,31.9,29.4,Watch
34.7,22.6,2.9,30.9,40.4,Safe
99.4,52.9,2.31,52.4,44.9,Danger
46.3,63.1,2.48,42.4,26.5,Watch
26.3,61.3,6.62,42.3,27.9,Watch
60.4,70.1,1.32,23.3,24.3,Safe
102.4,76.5,0.7,40.0,18.4,Watch
28.3,62.2,1.83,22.7,50.4,Safe
24.5,35.9,0.7,28.4,63.9,Safe
1.4,48.1,2.07,38.6,34.1,Safe
46.2,5.0,7.01,31.3,28.7,Safe
32.0,56.5,2.88,34.7,49.4,Watch
60.2,47.7,5.8,49.7,38.0,Watch
61.1,73.7,0.55,24.5,24.5,Watch
11.1,31.6,6.93,14.4,23.2,Safe
78.1,54.3,2.76,16.4,40.2,Watch
21.5,26.9,0.1,13.1,35.8,Safe
28.5,43.0,3.01,54.1,43.2,Safe
53.5,15.6,9.07,39.8,39.0,Watch
15.3,69.4,0.25,46.1,19.8,Safe
24.7,63.9,2.62,43.4,24.3,Safe
14.0,36.5,7.41,27.0,23.2,Watch
82.8,49.7,0.03,54.4,34.2,Warning
30.5,45.7,2.99,19.6,30.8,Safe
12.7,34.0,1.93,60.2,27.4,Watch
13.6,47.2,1.28,31.9,28.9,Safe
